season_id,season_name,season_year,season_url,candidate_name,gender_raw,age_raw,profession_raw,final_position_raw,final_exit_order,final_exit_order_normalized,departure_day_raw,departure_description_raw,departure_type_normalized,departure_category,departure_model_category,departure_classification_reason,needs_departure_enrichment,departure_is_definitive,returned_to_game,first_exit_order,second_exit_order,returned_after_medical_replacement,same_day_exit_group,exit_order_ambiguity,exit_order_review_required,analysis_exit_order,analysis_exit_rule,all_cause_exit_event,censored_at_end,source_row_number,scraped_at,candidate_name_normalized,candidate_season_key,had_temporary_elimination,first_exit_type,first_exit_model_category,first_exit_description,final_exit_type,final_exit_model_category,final_exit_description,model_exit_order,model_exit_type,model_exit_category,physical_score,physical_score_justification,physical_score_sources,selection_reason,age_missing,gender_missing,physical_score_missing
KL15,Koh-Lanta : Malaisie,2012,https://fr.wikipedia.org/wiki/Koh-Lanta_:_Malaisie,Mickaël,,57 ans,,Éliminé,2,0.052632,,Éliminé,INDETERMINE,INDETERMINE,AUTRE_SORTIE,Source: https://fr.wikipedia.org/wiki/Koh-Lanta_:_Malaisie,True,True,False,2,,False,,False,False,2.0,STANDARD,1,False,2,2026-07-21T02:14:08.627530,mickaël,KL15::mickaël,,,,,,,,,,,,,,,False,True,True
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Isabelle Seguin,,,,CO_VAINQUEUR,1,0.0,,CO_VAINQUEUR,CO_VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,Données vérifiées manuellement (source secondaire),False,True,False,1,,False,,False,False,1.0,STANDARD,0,True,1,2026-07-21T01:58:33.811195,isabelle seguin,KL03::isabelle seguin,,,,,,,,,,,,,,,True,True,True
KL03,Koh-Lanta : Bocas del Toro,2003,https://en.wikipedia.org/wiki/Koh-Lanta:_Bocas_del_Toro,Delphine Bano,,,,CO_VAINQUEUR,2,0.058824,,CO_VAINQUEUR,CO_VAINQUEUR,FIN_DE_JEU,AUTRE_SORTIE,Données vérifiées manuellement (source secondaire),False,True,False,2,,False,,False,False,2.0,STANDARD,0,True,2,2026-07-21T01:58:33.811195,delphine bano,KL03::delphine bano,,,,,,,,,,,,,,,True,True,True
KL01,KL KL01,2001,https://en.wikipedia.org/wiki/Koh-Lanta_(season_1),Marie,,22.0,Saint-Marcellin,INDETERMINE,1,0.0,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,1,,False,,False,False,1.0,STANDARD,1,False,1,2026-07-21T01:58:29.727357,marie,KL01::marie,,,,,,,,,,,,,,,False,True,True
KL01,KL KL01,2001,https://en.wikipedia.org/wiki/Koh-Lanta_(season_1),Guillaume Noël,,24.0,Saint-Brieuc,INDETERMINE,2,0.066667,,INDETERMINE,INDETERMINE,INDETERMINE,INDETERMINE,Extrait du tableau des votes Wikipedia,True,True,False,2,,False,,False,False,2.0,STANDARD,1,False,2,2026-07-21T01:58:29.727357,guillaume noël,KL01::guillaume noël,,,,,,,,,,,,,,,False,True,True
KL29,Koh-Lanta : La Revanche des 4 Terres,2025,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Revanche_des_4_Terres,Romane,F,20 ans,Coach sportive,"Éliminée [ 15 ] , [ 16 ] , [ 17 ]",4,0.130435,,"Éliminée [ 15 ] , [ 16 ] , [ 17 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,4,,False,,False,False,4.0,STANDARD,1,False,4,2026-07-21T02:53:46.576248+00:00,romane,KL29::romane,,,,,,,,,,,,,,,False,False,True
KL29,Koh-Lanta : La Revanche des 4 Terres,2025,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Revanche_des_4_Terres,Mehdi,M,27 ans,Chauffeur poids lourds,"Abandon volontaire [ 18 ] , [ 19 ] , [ 20 ]",5,0.173913,,"Abandon volontaire [ 18 ] , [ 19 ] , [ 20 ]",ABANDON_VOLONTAIRE,SANTE_ABANDON,AUTRE_SORTIE,Abandon volontaire dans la source,False,True,False,5,,False,,False,False,5.0,STANDARD,1,False,5,2026-07-21T02:53:46.576248+00:00,mehdi,KL29::mehdi,,,,,,,,,,,,,,,False,False,True
KL29,Koh-Lanta : La Revanche des 4 Terres,2025,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Revanche_des_4_Terres,Benoît,M,24 ans,Athlète en saut à la perche,"Éliminé [ 21 ] , [ 22 ] , [ 23 ]",6,0.217391,,"Éliminé [ 21 ] , [ 22 ] , [ 23 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,6,,False,,False,False,6.0,STANDARD,1,False,6,2026-07-21T02:53:46.576248+00:00,benoît,KL29::benoît,,,,,,,,,,,,,,,False,False,True
KL29,Koh-Lanta : La Revanche des 4 Terres,2025,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Revanche_des_4_Terres,Mohamed,M,30 ans,Éducateur sportif,"Éliminé [ 24 ] , [ 25 ] , [ 26 ]",7,0.26087,,"Éliminé [ 24 ] , [ 25 ] , [ 26 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,7,,False,,False,False,7.0,STANDARD,1,False,7,2026-07-21T02:53:46.576248+00:00,mohamed,KL29::mohamed,,,,,,,,,,,,,,,False,False,True
KL29,Koh-Lanta : La Revanche des 4 Terres,2025,https://fr.wikipedia.org/wiki/Koh-Lanta_:_La_Revanche_des_4_Terres,Pauline,F,39 ans,Maître-nageuse,"Éliminée [ 27 ] , [ 28 ] , [ 29 ]",8,0.304348,,"Éliminée [ 27 ] , [ 28 ] , [ 29 ]",INDETERMINE,INDETERMINE,AUTRE_SORTIE,Éliminé(e) sans précision du mécanisme,True,True,False,8,,False,,False,False,8.0,STANDARD,1,False,8,2026-07-21T02:53:46.576248+00:00,pauline,KL29::pauline,,,,,,,,,,,,,,,False,False,True
